date,user_submitted_review,title,total_purchased,customer_type
2019-10-07,it was okay,Fundamentals of R For Beginners,4,Business
2019-06-07,it was okay,Fundamentals of R For Beginners,2,Individual
2019-12-01,I learned a lot,Fundamentals of R For Beginners,4,Business
2019-05-06,it was okay,Fundamentals of R For Beginners,6,Business
2019-12-09,OK,Fundamentals of R For Beginners,,Business
2019-12-30,OK,Fundamentals of R For Beginners,3,Business
2019-10-16,it was okay,R For Dummies,,Business
2019-02-28,OK,Fundamentals of R For Beginners,2,Individual
2019-06-07,Awesome!,Secrets Of R For Advanced Students,4,Business
2019-06-05,OK,R vs Python: An Essay,3,Business
2019-01-23,The author's other books were better,Secrets Of R For Advanced Students,,Business
2019-08-26,Never read a better book,Fundamentals of R For Beginners,3,Business
2019-06-25,Awesome!,R For Dummies,4,Business
2019-04-21,I learned a lot,R For Dummies,0,Business
2019-01-03,A lot of material was not needed,Fundamentals of R For Beginners,4,Individual
2019-05-16,Would not recommend,R For Dummies,5,Individual
2019-10-23,Hated it,R For Dummies,3,Business
2019-08-25,Awesome!,Fundamentals of R For Beginners,3,Individual
2019-02-15,A lot of material was not needed,R For Dummies,2,Business
2019-08-12,,Fundamentals of R For Beginners,3,Individual
2019-10-26,Would not recommend,R For Dummies,2,Individual
2019-04-18,A lot of material was not needed,R vs Python: An Essay,8,Business
2019-09-13,Would not recommend,R vs Python: An Essay,3,Business
2019-07-14,A lot of material was not needed,R vs Python: An Essay,,Business
2019-06-11,Hated it,R For Dummies,8,Business
2019-09-07,it was okay,Secrets Of R For Advanced Students,,Business
2019-07-20,it was okay,R For Dummies,3,Individual
2019-09-24,,R For Dummies,1,Business
2019-08-14,,Fundamentals of R For Beginners,4,Business
2019-07-20,Hated it,Fundamentals of R For Beginners,2,Business
2019-04-29,OK,Fundamentals of R For Beginners,2,Business
2019-07-07,The author's other books were better,R For Dummies,5,Business
2019-07-31,The author's other books were better,Secrets Of R For Advanced Students,4,Individual
2019-11-28,Hated it,Fundamentals of R For Beginners,7,Individual
2019-05-28,A lot of material was not needed,Fundamentals of R For Beginners,3,Individual
2019-12-10,it was okay,Fundamentals of R For Beginners,4,Business
2019-07-19,I learned a lot,R vs Python: An Essay,2,Business
2019-06-28,,Fundamentals of R For Beginners,2,Business
2019-06-27,Awesome!,Secrets Of R For Advanced Students,1,Business
2019-07-20,Never read a better book,R For Dummies,,Business
2019-04-02,OK,Fundamentals of R For Beginners,5,Business
2019-05-21,The author's other books were better,Secrets Of R For Advanced Students,,Business
2019-08-14,I learned a lot,Fundamentals of R For Beginners,3,Individual
2019-06-29,I learned a lot,Fundamentals of R For Beginners,1,Business
2019-10-27,,Fundamentals of R For Beginners,,Business
2019-04-09,The author's other books were better,Fundamentals of R For Beginners,3,Business
2019-08-14,The author's other books were better,Fundamentals of R For Beginners,,Business
2019-03-10,Would not recommend,Fundamentals of R For Beginners,8,Individual
2019-01-18,Hated it,Fundamentals of R For Beginners,2,Individual
2019-05-23,,R vs Python: An Essay,8,Business
2019-01-13,The author's other books were better,Fundamentals of R For Beginners,1,Individual
2019-01-27,The author's other books were better,R For Dummies,3,Business
2019-03-02,OK,Secrets Of R For Advanced Students,2,Business
2019-04-21,The author's other books were better,Secrets Of R For Advanced Students,1,Business
2019-09-03,The author's other books were better,Fundamentals of R For Beginners,3,Business
2019-05-20,The author's other books were better,Fundamentals of R For Beginners,,Individual
2019-06-01,Awesome!,Fundamentals of R For Beginners,2,Individual
2019-10-03,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
2019-12-30,,Fundamentals of R For Beginners,5,Business
2019-03-22,Would not recommend,Top 10 Mistakes R Beginners Make,7,Business
2019-06-01,OK,R For Dummies,,Business
2019-04-30,,R For Dummies,4,Business
2019-03-09,Hated it,Fundamentals of R For Beginners,1,Business
2019-07-18,Would not recommend,Secrets Of R For Advanced Students,,Business
2019-02-13,Awesome!,R vs Python: An Essay,5,Business
2019-02-11,NA,R For Dummies,2,Individual
2019-03-09,A lot of material was not needed,Secrets Of R For Advanced Students,,Business
2019-04-09,OK,Top 10 Mistakes R Beginners Make,,Business
2019-07-22,NA,Fundamentals of R For Beginners,2,Business
2019-06-15,it was okay,Fundamentals of R For Beginners,7,Business
2019-07-16,The author's other books were better,Fundamentals of R For Beginners,3,Business
2019-07-06,it was okay,R vs Python: An Essay,8,Business
2019-03-24,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
2019-03-13,Awesome!,R vs Python: An Essay,5,Business
2019-12-13,I learned a lot,Secrets Of R For Advanced Students,,Business
2019-10-12,NA,R vs Python: An Essay,2,Business
2019-08-22,Hated it,R For Dummies,7,Business
2019-09-11,Hated it,R For Dummies,3,Individual
2019-04-06,,Fundamentals of R For Beginners,3,Individual
2019-12-03,Never read a better book,Secrets Of R For Advanced Students,5,Individual
2019-07-28,it was okay,R vs Python: An Essay,1,Business
2019-03-07,NA,Fundamentals of R For Beginners,4,Business
2019-02-03,Awesome!,R For Dummies,2,Business
2019-08-27,,R vs Python: An Essay,5,Business
2019-02-25,Awesome!,R For Dummies,3,Business
2019-05-26,NA,R For Dummies,6,Business
2019-05-04,Never read a better book,R vs Python: An Essay,2,Individual
2019-06-06,A lot of material was not needed,R vs Python: An Essay,4,Business
2019-07-27,NA,R For Dummies,4,Business
2019-07-16,OK,R For Dummies,6,Business
2019-05-12,OK,Fundamentals of R For Beginners,6,Business
2019-05-25,I learned a lot,Fundamentals of R For Beginners,2,Business
2019-04-10,Hated it,Secrets Of R For Advanced Students,,Business
2019-12-28,OK,R For Dummies,2,Business
2019-11-11,Never read a better book,R vs Python: An Essay,4,Business
2019-11-01,,Fundamentals of R For Beginners,8,Individual
2019-03-13,Hated it,R vs Python: An Essay,7,Individual
2019-09-03,A lot of material was not needed,Top 10 Mistakes R Beginners Make,2,Business
2019-01-04,,R For Dummies,3,Business
2019-01-02,NA,R For Dummies,,Individual
2019-05-31,The author's other books were better,Fundamentals of R For Beginners,,Individual
2019-09-07,NA,R For Dummies,2,Individual
2019-12-29,NA,R For Dummies,7,Business
2019-10-09,Awesome!,R For Dummies,4,Business
2019-01-30,Awesome!,Fundamentals of R For Beginners,3,Business
2019-03-13,it was okay,R For Dummies,9,Individual
2019-03-08,I learned a lot,Fundamentals of R For Beginners,,Business
2019-08-21,Hated it,Secrets Of R For Advanced Students,2,Individual
2019-12-02,Hated it,R For Dummies,8,Individual
2019-01-01,Hated it,R For Dummies,7,Business
2019-01-15,A lot of material was not needed,R For Dummies,4,Business
2019-10-02,NA,Fundamentals of R For Beginners,6,Business
2019-07-13,Would not recommend,R For Dummies,3,Individual
2019-02-10,The author's other books were better,R vs Python: An Essay,4,Individual
2019-06-22,Hated it,R For Dummies,7,Business
2019-04-10,Awesome!,Fundamentals of R For Beginners,4,Business
2019-12-21,Hated it,R vs Python: An Essay,2,Individual
2019-12-31,Hated it,Fundamentals of R For Beginners,6,Business
2019-01-31,Awesome!,R For Dummies,4,Business
2019-01-05,Awesome!,Secrets Of R For Advanced Students,7,Individual
2019-02-10,NA,Fundamentals of R For Beginners,,Business
2019-01-01,The author's other books were better,Fundamentals of R For Beginners,,Individual
2019-07-04,,Fundamentals of R For Beginners,1,Business
2019-06-07,,R vs Python: An Essay,,Individual
2019-01-11,OK,Fundamentals of R For Beginners,4,Business
2019-10-20,OK,Fundamentals of R For Beginners,2,Business
2019-10-01,A lot of material was not needed,R For Dummies,3,Business
2019-07-13,I learned a lot,R For Dummies,,Business
2019-08-14,Hated it,R vs Python: An Essay,,Business
2019-04-12,I learned a lot,R For Dummies,,Business
2019-10-30,Hated it,R For Dummies,2,Individual
2019-06-01,Hated it,R vs Python: An Essay,0,Business
2019-11-25,Hated it,Fundamentals of R For Beginners,3,Business
2019-01-15,Would not recommend,Secrets Of R For Advanced Students,3,Individual
2019-04-11,NA,Fundamentals of R For Beginners,1,Business
2019-03-31,Hated it,Fundamentals of R For Beginners,3,Business
2019-03-23,,Fundamentals of R For Beginners,2,Business
2019-07-11,I learned a lot,R vs Python: An Essay,3,Business
2019-05-11,The author's other books were better,Secrets Of R For Advanced Students,1,Business
2019-12-29,Never read a better book,R For Dummies,5,Business
2019-05-06,,R vs Python: An Essay,4,Business
2019-07-01,NA,Secrets Of R For Advanced Students,9,Business
2019-03-30,Would not recommend,Fundamentals of R For Beginners,2,Business
2019-04-02,A lot of material was not needed,Secrets Of R For Advanced Students,4,Business
2019-02-25,,R For Dummies,5,Business
2019-10-21,,Fundamentals of R For Beginners,5,Business
2019-05-29,Would not recommend,Fundamentals of R For Beginners,3,Business
2019-07-25,,R vs Python: An Essay,3,Business
2019-08-19,Never read a better book,R For Dummies,5,Business
2019-07-18,Hated it,Fundamentals of R For Beginners,2,Business
2019-04-02,I learned a lot,R vs Python: An Essay,3,Business
2019-09-09,Awesome!,Secrets Of R For Advanced Students,2,Business
2019-05-31,Hated it,Fundamentals of R For Beginners,2,Business
2019-11-05,Awesome!,Fundamentals of R For Beginners,4,Business
2019-01-11,Would not recommend,R vs Python: An Essay,7,Business
2019-09-27,it was okay,R For Dummies,3,Business
2019-01-05,The author's other books were better,Fundamentals of R For Beginners,6,Business
2019-12-11,,Secrets Of R For Advanced Students,4,Business
2019-03-04,The author's other books were better,Fundamentals of R For Beginners,8,Business
2019-06-03,Would not recommend,R For Dummies,4,Business
2019-05-13,NA,Fundamentals of R For Beginners,,Business
2019-03-27,The author's other books were better,Fundamentals of R For Beginners,4,Business
2019-11-09,,R vs Python: An Essay,,Business
2019-07-23,it was okay,Fundamentals of R For Beginners,9,Business
2019-02-07,it was okay,R For Dummies,2,Individual
2019-05-20,Hated it,R For Dummies,2,Individual
2019-05-05,it was okay,R vs Python: An Essay,5,Business
2019-03-26,Awesome!,Secrets Of R For Advanced Students,2,Business
2019-11-26,A lot of material was not needed,R For Dummies,,Individual
2019-05-09,Hated it,Fundamentals of R For Beginners,6,Business
2019-06-22,Hated it,Secrets Of R For Advanced Students,6,Business
2019-01-31,OK,Top 10 Mistakes R Beginners Make,3,Individual
2019-10-01,NA,Fundamentals of R For Beginners,5,Business
2019-04-19,Hated it,Fundamentals of R For Beginners,4,Business
2019-01-14,A lot of material was not needed,Fundamentals of R For Beginners,,Individual
2019-05-26,Would not recommend,R For Dummies,4,Individual
2019-09-06,Awesome!,Fundamentals of R For Beginners,,Business
2019-08-07,OK,R For Dummies,4,Individual
2019-08-18,OK,R vs Python: An Essay,2,Business
2019-03-01,it was okay,Fundamentals of R For Beginners,6,Individual
2019-07-16,,R For Dummies,5,Individual
2019-07-08,Would not recommend,R vs Python: An Essay,4,Business
2019-11-01,A lot of material was not needed,Secrets Of R For Advanced Students,1,Business
2019-03-02,,R For Dummies,,Business
2019-03-13,,Fundamentals of R For Beginners,,Business
2019-07-08,it was okay,Fundamentals of R For Beginners,7,Business
2019-02-24,Hated it,R For Dummies,4,Business
2019-04-18,The author's other books were better,Fundamentals of R For Beginners,1,Business
2019-11-26,,Fundamentals of R For Beginners,3,Individual
2019-01-15,it was okay,R For Dummies,3,Individual
2019-12-22,NA,R vs Python: An Essay,3,Business
2019-10-30,Would not recommend,R For Dummies,3,Business
2019-05-25,Would not recommend,Fundamentals of R For Beginners,5,Business
2019-06-10,Awesome!,R vs Python: An Essay,3,Business
2019-12-02,Never read a better book,R vs Python: An Essay,6,Business
2019-06-29,it was okay,Secrets Of R For Advanced Students,2,Individual
2019-01-21,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
2019-07-26,OK,Fundamentals of R For Beginners,3,Business
2019-07-15,NA,Fundamentals of R For Beginners,6,Business
2019-02-09,OK,Secrets Of R For Advanced Students,1,Business
2019-07-28,A lot of material was not needed,R For Dummies,5,Business
2019-02-21,Never read a better book,Fundamentals of R For Beginners,4,Individual
2019-06-16,I learned a lot,Secrets Of R For Advanced Students,4,Business
2019-04-22,Awesome!,Fundamentals of R For Beginners,7,Individual
2019-08-24,Awesome!,R For Dummies,5,Individual
2019-08-31,Awesome!,Fundamentals of R For Beginners,2,Business
2019-08-11,The author's other books were better,Secrets Of R For Advanced Students,5,Business
2019-09-05,I learned a lot,Fundamentals of R For Beginners,3,Business
2019-04-09,Would not recommend,Secrets Of R For Advanced Students,2,Business
2019-03-19,The author's other books were better,Secrets Of R For Advanced Students,4,Business
2019-09-03,NA,R For Dummies,5,Business
2019-05-10,Never read a better book,Fundamentals of R For Beginners,3,Individual
2019-09-22,,Fundamentals of R For Beginners,3,Business
2019-09-17,Awesome!,R vs Python: An Essay,5,Business
2019-09-26,OK,R vs Python: An Essay,4,Individual
2019-12-29,Awesome!,Fundamentals of R For Beginners,3,Individual
2019-03-19,I learned a lot,Fundamentals of R For Beginners,,Business
2019-05-12,Awesome!,R For Dummies,3,Business
2019-12-27,A lot of material was not needed,Fundamentals of R For Beginners,4,Individual
2019-04-10,Would not recommend,Secrets Of R For Advanced Students,3,Business
2019-06-17,,R vs Python: An Essay,3,Business
2019-12-12,NA,R For Dummies,4,Individual
2019-10-07,it was okay,Fundamentals of R For Beginners,,Individual
2019-03-12,NA,R vs Python: An Essay,4,Business
2019-04-18,I learned a lot,R vs Python: An Essay,7,Business
2019-09-10,I learned a lot,Top 10 Mistakes R Beginners Make,,Business
2019-02-13,I learned a lot,Fundamentals of R For Beginners,6,Individual
2019-08-07,NA,Secrets Of R For Advanced Students,,Business
2019-06-05,Never read a better book,Secrets Of R For Advanced Students,4,Individual
2019-12-20,Would not recommend,R For Dummies,8,Business
2019-11-15,I learned a lot,Secrets Of R For Advanced Students,4,Business
